"","gene","CTX-M-DSVA1","CTX-M-DSVA2","CTX-M-DSVA3","CTX-M-DSVA4","CTX-M-XDP1","CTX-M-XDP2","CTX-M-XDP3","baseMean","log2FC","log2FCunshrunk","pvalue","padj"
"32520","Gm4865",0,0,0,1.15,0,0.7,1.65,0.5,0.05,1.12,0.69094,NA
"32521","Gm48650",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32522","Gm48651",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32523","Gm48652",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32524","Gm48653",20.43,31.13,29.24,27.61,5.05,2.81,4.12,17.2,-2.26,-2.79,5.88457406386877e-07,3.44321060045481e-06
"32525","Gm48654",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32526","Gm48655",0,0.94,1.17,1.15,0.84,0,0,0.6,-0.09,-1.57,0.53607,NA
"32527","Gm48656",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32528","Gm48657",4.71,0,0,0,0,2.81,1.65,1.3,0.04,0.47,0.8208,0.88892
"32529","Gm48658",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32530","Gm48659",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32531","Gm4866",1.57,0,0,0,0,0.7,0.82,0.4,0.02,0.51,0.86513,NA
"32532","Gm48660",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32533","Gm48661",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32534","Gm48662",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32535","Gm48663",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32536","Gm48664",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32537","Gm48665",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32538","Gm48666",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32539","Gm48667",0,0,0,0,0,1.4,0.82,0.3,0.05,1.77,0.62757,NA
"32540","Gm48668",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32541","Gm48669",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32542","Gm48670",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32543","Gm48671",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32544","Gm48672",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32545","Gm48673",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32546","Gm48674",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32547","Gm48675",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32548","Gm48676",0,0,0,1.15,0,0,0,0.2,-0.04,-1.32,0.7302,NA
"32549","Gm48677",0,0,0,0,0,0,2.47,0.4,0.05,1.91,0.60783,NA
"32550","Gm48678",0,0,0,0,0,0,0.82,0.1,0.01,0.37,0.92344,NA
"32551","Gm48679",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32552","Gm4868",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32553","Gm48680",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32554","Gm48681",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32555","Gm48682",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32556","Gm48683",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32557","Gm48684",7.86,11.32,5.85,2.3,2.53,0,1.65,4.5,-0.57,-2.35,0.03234,0.07349
"32558","Gm48685",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32559","Gm48686",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32560","Gm48687",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32561","Gm48688",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32562","Gm48689",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32563","Gm4869",0,0.94,2.34,0,0,0,0,0.5,-0.09,-2.52,0.4334,NA
"32564","Gm48690",0,0,0,0,0.84,1.4,0,0.3,0.05,1.78,0.62468,NA
"32565","Gm48691",20.43,23.58,9.36,17.26,5.89,7.02,4.95,12.6,-0.79,-1.56,0.00764,0.02097
"32566","Gm48692",0,0,0,0,0.84,0,0,0.1,0.01,0.37,0.92344,NA
"32567","Gm48693",0,0,3.51,0,0.84,0,0.82,0.7,-0.04,-0.69,0.78785,NA
"32568","Gm48694",0,0,0,0,0,0,1.65,0.2,0.04,1.32,0.72553,NA
"32569","Gm48695",23.57,21.7,7.02,17.26,13.47,15.44,10.72,15.6,-0.2,-0.39,0.46208,0.60854
"32570","Gm48696",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32571","Gm48697",0,0,0,0,0,0,1.65,0.2,0.04,1.32,0.72553,NA
"32572","Gm48698",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32573","Gm48699",0,2.83,0,3.45,2.53,7.02,0,2.3,0.12,0.98,0.53129,0.67044
"32574","Gm4870",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32575","Gm48700",6.29,7.55,8.19,1.15,0,2.81,4.12,4.3,-0.3,-1.32,0.2173,0.3498
"32576","Gm48701",20.43,20.75,21.05,14.96,6.73,18.95,5.77,15.5,-0.43,-0.86,0.11645,0.21361
"32577","Gm48702",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32578","Gm48703",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32579","Gm48704",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32580","Gm48705",0,0,1.17,1.15,0,0,0,0.3,-0.06,-2.08,0.56981,NA
"32581","Gm48706",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32582","Gm48707",3.14,0,0,0,0.84,0,0,0.6,-0.05,-1.26,0.68448,NA
"32583","Gm48708",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32584","Gm48709",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32585","Gm4871",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32586","Gm48710",0,0,0,3.45,0,0.7,0,0.6,-0.07,-1.63,0.59178,NA
"32587","Gm48711",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32588","Gm48712",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32589","Gm48713",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32590","Gm48714",7.86,2.83,8.19,4.6,0,0,0,3.4,-1.5,-5.32,0.00056,0.00201
"32591","Gm48715",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32592","Gm48716",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32593","Gm48717",0,0.94,2.34,3.45,2.53,2.11,0,1.6,-0.02,-0.15,0.92636,0.95773
"32594","Gm48718",0,0.94,0,0,0,0,0,0.1,-0.04,-1.32,0.7302,NA
"32595","Gm48719",6.29,0,0,0,0,0,0,0.9,-0.15,-3.39,0.24731,NA
"32596","Gm4872",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32597","Gm48720",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32598","Gm48721",0,0,2.34,1.15,0.84,2.11,0,0.9,0.01,0.18,0.93335,NA
"32599","Gm48722",0,0,0,2.3,0,0,0,0.3,-0.06,-2.08,0.58518,NA
"32600","Gm48723",0,0,0,0,0,0,0.82,0.1,0.01,0.37,0.92344,NA
"32601","Gm48724",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32602","Gm48725",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32603","Gm48726",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32604","Gm48727",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32605","Gm48728",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32606","Gm48729",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32607","Gm4873",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32608","Gm48730",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32609","Gm48731",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32610","Gm48732",0,1.89,0,0,0,0,0,0.3,-0.05,-1.91,0.61545,NA
"32611","Gm48733",0,0,2.34,0,0,0,0,0.3,-0.06,-2.09,0.58212,NA
"32612","Gm48734",0,0,0,1.15,0.84,0,0.82,0.4,0.02,0.61,0.84311,NA
"32613","Gm48735",1.57,0,1.17,2.3,0,0.7,0,0.8,-0.14,-2.14,0.35384,NA
"32614","Gm48736",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32615","Gm48737",0,0,0,2.3,0,0,0,0.3,-0.06,-2.08,0.58518,NA
"32616","Gm48738",0,0.94,1.17,0,0,0,0,0.3,-0.05,-1.99,0.60035,NA
"32617","Gm48739",3.14,4.72,0,4.6,0.84,0,3.3,2.4,-0.17,-1.21,0.40366,0.55237
"32618","Gm4874",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32619","Gm48740",0,0,0,0,0,1.4,0,0.2,0.03,1.12,0.76724,NA
"32620","Gm48742",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32621","Gm48743",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32622","Gm48744",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32623","Gm48745",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32624","Gm48746",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32625","Gm48747",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32626","Gm48748",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32627","Gm48749",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32628","Gm4875",4.71,16.04,5.85,6.9,5.89,5.61,3.3,6.9,-0.27,-0.79,0.30145,0.44673
"32629","Gm48750",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32630","Gm48751",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32631","Gm48752",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32632","Gm48753",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32633","Gm48754",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32634","Gm48755",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32635","Gm48756",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32636","Gm48757",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32637","Gm48758",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32638","Gm48759",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32639","Gm4876",69.14,87.72,71.35,69.03,36.19,47.02,43.7,60.6,-0.67,-0.82,0.00168,0.0054
"32640","Gm48760",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32641","Gm48761",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32642","Gm48762",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32643","Gm48763",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32644","Gm48764",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32645","Gm48765",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32646","Gm48766",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32647","Gm48767",0,0,0,1.15,0,0,0,0.2,-0.04,-1.32,0.7302,NA
"32648","Gm48768",17.28,22.64,39.77,28.76,14.31,20.35,15.67,22.7,-0.43,-0.7,0.109,0.20254
"32649","Gm48769",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32650","Gm4877",0,0,1.17,0,0,0.7,0,0.3,-0.01,-0.35,0.926,NA
"32651","Gm48770",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32652","Gm48771",0,0.94,0,0,0,0,0,0.1,-0.04,-1.32,0.7302,NA
"32653","Gm48772",4.71,0,1.17,0,0,0,0,0.8,-0.17,-3.29,0.21974,NA
"32654","Gm48773",0,0,3.51,0,0,0,0,0.5,-0.08,-2.61,0.46189,NA
"32655","Gm48774",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32656","Gm48775",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32657","Gm48776",0,0,0,2.3,0,0,0,0.3,-0.06,-2.08,0.58518,NA
"32658","Gm48777",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32659","Gm48778",0,0,1.17,0,0,0,0,0.2,-0.04,-1.32,0.7302,NA
"32660","Gm48779",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32661","Gm48780",12.57,10.38,9.36,4.6,10.1,4.21,3.3,7.8,-0.24,-0.65,0.37136,0.51985
"32662","Gm48781",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32663","Gm48782",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32664","Gm48783",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32665","Gm48784",23.57,24.53,28.07,18.41,4.21,5.61,4.95,15.6,-1.5,-2.26,3e-05,0.00014
"32666","Gm48785",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32667","Gm48786",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32668","Gm48787",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32669","Gm48788",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32670","Gm48789",1.57,0.94,3.51,4.6,2.53,4.91,0.82,2.7,0.01,0.07,0.95482,0.97413
"32671","Gm4879",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32672","Gm48790",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32673","Gm48791",0,0,0,0,0.84,0,0,0.1,0.01,0.37,0.92344,NA
"32674","Gm48792",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32675","Gm48793",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32676","Gm48794",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32677","Gm48795",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32678","Gm48796",18.86,9.43,10.53,12.66,0,1.4,0,7.6,-2.13,-4.63,0.00015,6e-04
"32679","Gm48797",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32680","Gm48798",0,0.94,0,1.15,0,0.7,0,0.4,-0.04,-1.03,0.74194,NA
"32681","Gm48799",0,0,1.17,0,0,0,0,0.2,-0.04,-1.32,0.7302,NA
"32682","Gm4880",0,0,0,1.15,0.84,0,0,0.3,-0.01,-0.35,0.926,NA
"32683","Gm48800",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32684","Gm48801",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32685","Gm48802",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32686","Gm48803",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32687","Gm48804",4.71,0.94,4.68,4.6,0,0,0,2.1,-0.71,-4.67,0.00691,0.01917
"32688","Gm48805",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32689","Gm48806",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32690","Gm48807",0,0,2.34,0,0,0,0,0.3,-0.06,-2.09,0.58212,NA
"32691","Gm48808",0,0,0,0,0,0,0.82,0.1,0.01,0.37,0.92344,NA
"32692","Gm48809",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32693","Gm48810",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32694","Gm48811",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32695","Gm48812",1.57,0,2.34,1.15,4.21,0,0,1.3,0.01,0.16,0.93446,0.96227
"32696","Gm48813",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32697","Gm48814",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32698","Gm48815",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32699","Gm48816",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32700","Gm48817",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32701","Gm48818",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32702","Gm48819",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32703","Gm48820",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32704","Gm48821",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32705","Gm48822",1.57,0,2.34,1.15,0,2.11,0,1,-0.06,-0.77,0.71063,NA
"32706","Gm48823",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32707","Gm48824",0,0,0,3.45,0,0.7,0,0.6,-0.07,-1.63,0.59178,NA
"32708","Gm48825",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32709","Gm48826",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32710","Gm48827",0,4.72,3.51,2.3,1.68,2.81,0,2.1,-0.12,-0.84,0.55607,0.69187
"32711","Gm48828",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32712","Gm48829",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32713","Gm4883",0,0,0,0,2.53,0,1.65,0.6,0.12,2.66,0.35239,NA
"32714","Gm48830",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32715","Gm48831",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32716","Gm48832",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32717","Gm48833",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32718","Gm48834",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32719","Gm48835",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32720","Gm48836",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32721","Gm48837",0,0,1.17,1.15,0,0,0.82,0.4,-0.05,-1.12,0.71018,NA
"32722","Gm48838",15.71,4.72,11.7,3.45,0.84,1.4,0,5.4,-1.02,-3.5,0.00292,0.00888
"32723","Gm48839",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32724","Gm4884",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32725","Gm48840",1.57,4.72,1.17,5.75,0,0,0,1.9,-0.6,-4.53,0.01172,0.03053
"32726","Gm48841",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32727","Gm48842",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32728","Gm48843",9.43,10.38,5.85,9.2,6.73,11.93,4.95,8.4,-0.06,-0.14,0.83739,0.90033
"32729","Gm48844",3.14,0.94,1.17,3.45,0,0,0,1.2,-0.37,-3.89,0.05149,NA
"32730","Gm48845",0,0,0,0,2.53,0,0,0.4,0.05,1.94,0.60259,NA
"32731","Gm48846",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32732","Gm48847",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32733","Gm48848",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32734","Gm48849",0,0.94,1.17,0,0,0.7,0,0.4,-0.04,-1.03,0.74136,NA
"32735","Gm48850",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32736","Gm48851",0,0,0,0,2.53,0,0,0.4,0.05,1.94,0.60259,NA
"32737","Gm48852",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32738","Gm48853",0,1.89,1.17,1.15,0,0.7,0.82,0.8,-0.08,-1.09,0.60647,NA
"32739","Gm48854",1.57,0,0,0,0,0,0,0.2,-0.04,-1.32,0.7302,NA
"32740","Gm48855",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32741","Gm48856",6.29,1.89,9.36,1.15,5.89,2.11,0.82,3.9,-0.14,-0.65,0.54843,0.68508
"32742","Gm48857",0,0,0,0,0,1.4,0,0.2,0.03,1.12,0.76724,NA
"32743","Gm48858",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32744","Gm48859",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32745","Gm4886",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32746","Gm48860",9.43,2.83,1.17,1.15,2.53,0.7,3.3,3,-0.13,-0.7,0.55774,0.69332
"32747","Gm48862",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32748","Gm48864",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32749","Gm48865",7.86,8.49,2.34,5.75,0,2.81,0,3.9,-0.54,-2.62,0.03384,0.07633
"32750","Gm48866",0,0.94,0,0,0.84,0,0,0.3,-0.01,-0.35,0.926,NA
"32751","Gm48867",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32752","Gm48868",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32753","Gm48869",0,0,0,0,0,1.4,0,0.2,0.03,1.12,0.76724,NA
"32754","Gm4887",9.43,6.6,3.51,2.3,1.68,3.51,4.12,4.5,-0.21,-0.79,0.39999,0.5489
"32755","Gm48870",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32756","Gm48871",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32757","Gm48872",0,0,0,0,0,0.7,0,0.1,0.01,0.37,0.92344,NA
"32758","Gm48873",0,0,0,1.15,2.53,0,0,0.5,0.05,1.21,0.69554,NA
"32759","Gm48874",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32760","Gm48875",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32761","Gm48876",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32762","Gm48877",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32763","Gm48878",0,0.94,2.34,0,0.84,3.51,0,1.1,0.06,0.8,0.69257,NA
"32764","Gm48879",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32765","Gm48880",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32766","Gm48881",0,0.94,0,0,0,0,0,0.1,-0.04,-1.32,0.7302,NA
"32767","Gm48882",3.14,2.83,1.17,1.15,1.68,0,0,1.4,-0.2,-1.92,0.28309,0.42745
"32768","Gm48883",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32769","Gm48884",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32770","Gm48885",0,0,0,0,0.84,2.11,0,0.4,0.08,2.18,0.50705,NA
"32771","Gm48886",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32772","Gm48887",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32773","Gm48888",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32774","Gm48889",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32775","Gm4889",6.29,4.72,3.51,13.81,0.84,4.91,4.95,5.6,-0.28,-0.98,0.277,0.42053
"32776","Gm48890",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32777","Gm48891",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32778","Gm48892",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32779","Gm48893",1.57,0.94,1.17,2.3,0.84,2.11,1.65,1.5,0.01,0.06,0.96879,0.982
"32780","Gm48894",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32781","Gm48895",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32782","Gm48896",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32783","Gm48897",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32784","Gm48898",1.57,1.89,4.68,3.45,4.21,4.91,1.65,3.2,0.07,0.31,0.77159,0.85646
"32785","Gm48899",0,0,0,0,3.37,0.7,0.82,0.7,0.18,2.89,0.23848,NA
"32786","Gm4890",15.71,15.09,5.85,12.66,10.1,8.42,14.84,11.8,-0.07,-0.15,0.79746,0.8737
"32787","Gm48900",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32788","Gm48901",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32789","Gm48902",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32790","Gm48903",1.57,1.89,0,0,0,0,0.82,0.6,-0.08,-1.61,0.55237,NA
"32791","Gm48904",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32792","Gm48905",0,0,0,3.45,0,0,0,0.5,-0.08,-2.58,0.46801,NA
"32793","Gm48906",0,0,1.17,0,0,1.4,0,0.4,0.01,0.4,0.90911,NA
"32794","Gm48908",7.86,2.83,1.17,1.15,2.53,0,0,2.2,-0.25,-1.95,0.21331,0.34463
"32795","Gm48909",0,0.94,0,1.15,0,0,0.82,0.4,-0.04,-1.03,0.73837,NA
"32796","Gm4891",0,0.94,0,1.15,0,1.4,4.12,1.1,0.14,1.67,0.41253,NA
"32797","Gm48910",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32798","Gm48911",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32799","Gm48912",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32800","Gm48913",3.14,0.94,1.17,2.3,0.84,0.7,3.3,1.8,-0.03,-0.2,0.88863,0.9339
"32801","Gm48914",3.14,3.77,0,3.45,0.84,0.7,0,1.7,-0.26,-2.32,0.1755,0.29603
"32802","Gm48915",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32803","Gm48916",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32804","Gm48917",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32805","Gm48918",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32806","Gm48919",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32807","Gm48920",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32808","Gm48921",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32809","Gm48922",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32810","Gm48923",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32811","Gm48924",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32812","Gm48925",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32813","Gm48926",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32814","Gm48927",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32815","Gm48928",4.71,2.83,0,2.3,0,0,0,1.4,-0.38,-4.07,0.0466,0.10034
"32816","Gm48929",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32817","Gm48930",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32818","Gm48931",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32819","Gm48932",22,13.21,14.04,24.16,5.89,3.51,9.89,13.2,-0.76,-1.52,0.00976,0.02601
"32820","Gm48933",3.14,3.77,0,3.45,0,2.11,0,1.8,-0.2,-1.82,0.28862,0.43334
"32821","Gm48934",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32822","Gm48935",0,1.89,0,2.3,0,0,0.82,0.7,-0.11,-1.93,0.44991,NA
"32823","Gm48936",0,0,1.17,1.15,0,2.81,0,0.7,0.04,0.64,0.79984,NA
"32824","Gm48937",0,0,1.17,0,0.84,0,0,0.3,-0.01,-0.35,0.926,NA
"32825","Gm48938",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32826","Gm48939",0,0.94,0,0,0,0,0.82,0.3,-0.01,-0.35,0.926,NA
"32827","Gm4894",0,0,0,1.15,0,0,0,0.2,-0.04,-1.32,0.7302,NA
"32828","Gm48940",0,0.94,2.34,0,0,0.7,2.47,0.9,0.02,0.32,0.8789,NA
"32829","Gm48941",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32830","Gm48942",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32831","Gm48943",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32832","Gm48944",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32833","Gm48945",3.14,0,1.17,0,0,0,0.82,0.7,-0.1,-1.87,0.4715,NA
"32834","Gm48946",0,0.94,1.17,0,0,0,0,0.3,-0.05,-1.99,0.60035,NA
"32835","Gm48947",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32836","Gm48948",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32837","Gm48949",11,2.83,9.36,0,1.68,3.51,3.3,4.5,-0.22,-0.99,0.34955,0.49837
"32838","Gm4895",28.28,16.04,9.36,12.66,12.63,13.33,11.54,14.8,-0.19,-0.38,0.47201,0.61691
"32839","Gm48950",1.57,0,3.51,0,0,0,0,0.7,-0.15,-3.12,0.26443,NA
"32840","Gm48951",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32841","Gm48952",0,0,0,1.15,0.84,0,0,0.3,-0.01,-0.35,0.926,NA
"32842","Gm48953",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32843","Gm48954",0,0,0,0,0,0,0,0,0,NA,NA,NA
"32844","Gm48955",0,0,0,0,0,0,0,0,0,NA,NA,NA
